user_id,item_id,item_top_tag1,item_top_tag2,item_top_tag3
276,336,57,19,21
276,1954,21,14,74
276,2296,74,40,78
276,3617,8,10,6
276,2851,12,10,40
276,499,4,5,4
276,3638,8,21,4
276,1242,3,29,3
276,2856,8,17,11
277,249,12,18,34
277,223,12,18,7
277,2840,12,50,34
277,260,12,50,16
277,261,12,18,34
277,107,12,40,38
277,666,12,40,16
277,668,57,19,40
277,3241,12,18,73
277,262,12,18,30
277,1577,12,40,16
277,266,12,18,34
277,267,12,50,16
277,268,12,10,16
277,227,12,40,6
277,2336,57,18,4
277,273,12,50,16
277,671,12,40,73
277,229,12,26,38
277,628,12,18,34
277,314,12,18,38
277,1122,12,18,34
277,1126,7,18,21
277,3529,12,25,6
277,1690,12,50,34
277,4523,57,19,40
277,90,8,11,32
277,2847,15,8,6
277,2962,12,23,3
277,3102,54,64,4
277,4349,44,10,34
277,1657,57,25,52
277,5410,12,26,73
277,998,15,8,7
277,1382,12,14,38
277,5411,12,18,6
277,5412,54,50,73
277,1734,39,60,34
277,4449,59,55,57
277,5413,12,18,16
278,4857,0,0,2
278,5414,14,10,6
279,787,11,15,3
279,251,11,13,3
279,116,20,24,3
279,292,8,40,18
280,261,12,18,34
280,272,53,40,4
281,31,9,17,6
281,224,47,14,50
281,1076,3,14,11
281,1994,21,14,51
281,5415,33,10,4
282,17,4,5,4
282,18,7,0,9
282,19,7,0,10
282,249,12,18,34
282,20,7,2,1
282,250,54,19,18
282,1916,12,25,11
282,877,0,13,1
282,1094,7,20,81
282,3240,0,13,16
282,29,12,11,16
282,34,15,19,7
282,37,11,15,19
282,254,11,14,15
282,46,12,17,3
282,1920,67,22,19
282,1686,11,20,3
282,79,32,14,18
282,256,3,14,22
282,116,20,24,3
282,224,47,14,50
282,225,14,14,18
282,1104,57,40,40
282,1922,35,4,6
282,5416,39,61,56
282,1106,35,4,6
282,1107,54,64,73
282,3527,57,10,34
282,1571,8,11,74
282,226,57,19,34
282,117,12,40,40
282,5417,74,31,47
282,1108,54,64,73
282,1681,54,19,37
282,3085,74,50,31
282,5418,57,40,58
282,5419,107,22,87
282,1109,57,55,34
282,2840,12,50,34
282,1110,57,10,37
282,260,12,50,16
282,261,12,18,34
282,107,12,40,38
282,666,12,40,16
282,461,12,23,34
282,668,57,19,40
282,462,12,40,22
282,262,12,18,30
282,1574,74,50,34
282,264,12,40,38
282,265,39,19,56
282,1577,12,40,16
282,4519,12,40,22
282,1687,57,19,34
282,1111,54,14,18
282,1579,57,19,34
282,878,15,96,7
282,669,12,50,16
282,1581,59,55,57
282,270,39,60,57
282,2336,57,18,4
282,271,12,40,38
282,125,8,46,15
282,219,54,20,22
282,1118,20,36,31
282,50,12,26,16
282,231,57,55,16
282,281,57,64,4
282,3020,57,55,16
282,147,30,14,18
282,286,39,60,58
282,314,12,18,38
282,3089,7,18,10
282,1122,12,18,34
282,2952,59,55,57
282,1589,8,21,4
282,319,59,55,57
282,1128,7,40,19
282,5420,74,10,77
282,4520,74,79,83
282,3090,54,20,1
282,1593,8,25,15
282,87,3,14,31
282,1796,3,14,77
282,4356,54,22,6
282,4913,7,40,16
282,595,54,19,28
282,2843,54,19,31
282,1160,74,79,34
282,717,57,55,57
282,1690,12,50,34
282,894,7,20,10
282,1182,70,17,4
282,161,11,15,3
282,1890,42,21,3
282,4525,82,55,34
282,3455,7,88,10
282,2338,59,55,57
282,1190,7,18,81
282,1194,3,39,3
282,1695,74,102,11
282,1199,54,19,6
282,2296,74,40,78
282,4527,39,60,16
282,358,7,19,34
282,359,39,60,57
282,2368,39,60,57
282,5421,39,60,6
282,4412,29,40,40
282,5422,14,10,87
282,368,59,21,52
282,167,8,15,18
282,3249,57,55,4
282,2339,57,64,34
282,2340,57,64,4
282,1218,74,21,17
282,2373,11,14,6
282,5423,14,10,6
282,1230,7,55,16
282,4349,44,10,34
282,5424,82,10,21
282,4532,29,40,40
282,1710,57,55,34
282,3434,39,60,57
282,1239,39,60,37
282,1865,20,40,31
282,1242,3,29,3
282,2378,104,55,56
282,3253,12,13,16
282,2611,32,20,58
282,507,11,77,50
282,94,3,39,34
282,4421,12,61,6
282,3176,3,4,3
282,4535,39,50,56
282,5425,59,10,6
282,4423,39,60,57
282,2401,39,60,11
282,2620,54,91,19
282,3111,32,20,34
282,4863,7,18,13
282,1717,39,60,16
282,397,39,50,56
282,5426,7,106,6
282,3258,11,14,15
282,2413,32,40,29
282,3115,74,22,1
282,3238,12,50,6
282,5427,7,18,29
282,1306,90,22,21
282,402,39,60,37
282,1309,7,20,33
282,5428,39,60,57
282,1645,59,55,6
282,5429,87,14,18
282,4435,54,50,40
282,1319,7,85,16
282,5430,12,107,6
282,4443,54,10,24
282,3264,57,64,34
282,818,14,10,56
282,1653,7,20,13
282,2442,12,31,37
282,3267,7,85,17
282,3178,74,50,52
282,978,7,85,75
282,979,14,83,7
282,1657,57,25,52
282,2877,15,13,12
282,2815,82,55,19
282,1352,92,10,7
282,987,24,18,7
282,3798,0,40,6
282,5431,20,20,19
282,5432,39,60,6
282,5433,20,10,87
282,4567,97,31,56
282,4569,74,40,57
282,5164,35,10,37
282,5434,14,13,4
282,999,14,40,81
282,5435,39,50,4
282,1734,39,60,34
282,3133,59,61,73
282,5436,54,22,73
282,5437,57,18,58
282,5438,12,106,47
282,5439,14,10,6
282,5440,20,38,6
282,5441,14,10,47
282,5442,107,40,31
282,821,39,60,6
282,4449,59,55,57
282,3446,74,22,73
282,5443,14,10,6
282,5444,39,60,95
282,1738,59,55,6
282,1410,39,10,31
282,5445,14,10,6
282,5446,20,31,31
282,5447,15,40,6
282,4594,97,55,56
282,1437,39,60,73
282,5448,15,10,6
282,5074,35,104,104
282,3499,39,22,95
282,3066,18,64,73
282,5449,57,55,40
282,1035,20,13,34
282,5233,7,75,29
282,4271,23,10,6
282,5331,67,105,6
282,5450,57,10,87
282,5451,57,18,6
282,5452,12,22,73
282,5453,14,10,6
282,3287,57,10,47
282,5454,14,10,6
282,5455,107,60,6
282,5456,52,10,6
282,5457,59,10,6
282,4968,16,14,18
282,1513,74,50,34
282,5458,7,10,6
282,4632,18,64,52
282,5459,1,91,6
282,5460,54,22,73
282,5461,7,20,6
282,4500,57,64,37
282,5462,7,19,21
282,5463,32,26,6
282,5464,39,10,6
282,5465,39,18,67
282,1539,39,60,41
282,5466,15,60,6
282,2547,54,10,6
282,5467,14,56,10
282,5468,14,13,16
282,5469,14,91,52
283,786,22,57,3
283,460,12,18,7
283,463,5,11,7
283,787,11,15,3
283,250,54,19,18
283,1095,54,79,83
283,251,11,13,3
283,223,12,18,7
283,29,12,11,16
283,1569,15,48,4
283,37,11,15,19
283,42,18,13,6
283,1099,5,11,4
283,74,30,14,18
283,46,12,17,3
283,47,4,5,22
283,255,22,10,3
283,1686,11,20,3
283,2295,8,24,19
283,224,47,14,50
283,225,14,14,18
283,3726,20,21,3
283,258,0,13,1
283,1681,54,19,37
283,788,39,60,6
283,789,39,60,6
283,790,39,60,57
283,259,39,60,6
283,260,12,50,16
283,261,12,18,34
283,107,12,40,38
283,666,12,40,16
283,668,57,19,40
283,462,12,40,22
283,263,12,40,38
283,1574,74,50,34
283,264,12,40,38
283,5470,8,19,18
283,4519,12,40,22
283,1687,57,19,34
283,1111,54,14,18
283,266,12,18,34
283,267,12,50,16
283,1581,59,55,57
283,270,39,60,57
283,271,12,40,38
283,273,12,50,16
283,1583,67,19,31
283,1794,53,19,34
283,125,8,46,15
283,274,8,40,48
283,879,15,40,4
283,276,47,63,50
283,1117,16,20,18
283,2630,14,14,18
283,228,12,25,51
283,229,12,26,38
283,1588,12,40,16
283,627,12,31,16
283,49,12,25,3
283,50,12,26,16
283,231,57,55,16
283,1091,8,15,18
283,281,57,64,4
283,282,59,55,57
283,147,30,14,18
283,286,39,60,58
283,293,30,14,34
283,294,62,34,44
283,297,27,34,61
283,304,8,17,18
283,309,34,13,6
283,153,14,47,20
283,2952,59,55,57
283,702,15,19,22
283,315,47,14,43
283,235,58,14,18
283,4521,18,64,6
283,5471,31,10,74
283,1928,39,21,50
283,692,14,15,3
283,1137,12,40,38
283,154,12,48,34
283,52,21,17,3
283,106,3,14,11
283,1142,53,36,31
283,53,22,16,6
283,1151,92,13,16
283,630,12,25,28
283,636,15,19,6
283,638,12,18,34
283,1936,62,49,20
283,1158,3,14,35
283,5472,15,13,81
283,5473,54,22,19
283,2843,54,19,31
283,1160,74,79,34
283,2357,14,18,16
283,3246,12,40,31
283,1940,66,16,71
283,1690,12,50,34
283,1161,55,34,6
283,90,8,11,32
283,3227,27,33,6
283,155,14,47,6
283,1076,3,14,11
283,1162,12,40,18
283,156,8,21,32
283,331,12,21,3
283,2358,3,14,88
283,333,22,46,32
283,1166,8,15,18
283,3050,18,4,6
283,1602,87,18,4
283,2954,7,18,23
283,1853,54,71,6
283,747,8,15,18
283,341,30,28,3
283,753,37,16,6
283,1177,70,17,76
283,345,47,15,3
283,350,63,21,44
283,1182,70,17,4
283,1801,3,14,76
283,1954,21,14,74
283,1854,17,34,48
283,921,15,41,66
283,2647,55,71,20
283,1959,8,29,15
283,3455,7,88,10
283,2338,59,55,57
283,353,51,51,3
283,1802,3,29,3
283,1856,3,14,77
283,1695,74,102,11
283,354,39,50,56
283,1607,53,18,37
283,3096,11,14,15
283,1199,54,19,6
283,5474,57,40,6
283,2848,15,25,6
283,3102,54,64,4
283,4410,54,19,4
283,2963,12,50,34
283,801,87,55,56
283,5047,51,104,3
283,5048,30,14,37
283,1967,62,29,20
283,1807,14,10,6
283,1968,66,16,71
283,1209,1,9,18
283,1835,14,34,26
283,5475,54,10,90
283,62,21,11,3
283,366,8,15,32
283,5476,30,10,18
283,64,22,32,6
283,494,5,76,11
283,2151,11,14,11
283,168,11,10,6
283,1984,11,14,15
283,3480,55,34,26
283,371,17,34,48
283,1227,66,16,6
283,238,59,55,6
283,1710,57,55,34
283,1242,3,29,3
283,1993,21,14,26
283,2388,14,10,6
283,3725,39,77,4
283,178,54,22,19
283,179,54,19,31
283,5477,54,10,6
283,3456,20,14,45
283,2611,32,20,58
283,2008,3,4,6
283,2009,71,86,6
283,5086,22,57,6
283,2010,3,29,3
283,2017,14,10,6
283,4423,39,60,57
283,386,39,60,57
283,4123,7,27,20
283,510,29,10,6
283,1811,29,10,6
283,2863,74,19,37
283,5478,32,21,19
283,3373,62,99,6
283,512,5,11,18
283,5479,39,10,6
283,1293,16,14,18
283,514,51,10,6
283,3258,11,14,15
283,3437,8,29,6
283,2030,71,10,32
283,2031,21,15,37
283,1636,15,19,37
283,402,39,60,37
283,3537,14,19,6
283,3261,2,3,7
283,2981,48,34,3
283,409,17,71,6
283,2434,17,71,6
283,5480,51,21,39
283,5481,47,37,63
283,5482,14,10,6
283,2435,74,11,73
283,1340,74,19,77
283,5483,54,22,6
283,5484,12,10,6
283,5485,39,10,6
283,2442,12,31,37
283,1654,54,18,4
283,1657,57,25,52
283,2815,82,55,19
283,195,7,12,6
283,1353,3,11,3
283,2624,11,89,3
283,5486,58,65,50
283,4944,20,24,22
283,5487,39,10,6
283,5060,20,40,4
283,5488,66,45,6
283,2456,53,40,4
283,2705,87,14,15
283,5489,14,62,6
283,5490,35,10,6
283,1661,59,50,52
283,5491,14,62,49
283,5492,14,10,6
283,5493,7,90,1
283,5494,31,10,78
283,4449,59,55,57
283,427,66,16,6
283,5495,51,51,6
283,5496,14,10,6
283,5497,14,10,6
283,5498,14,10,6
283,5499,14,10,6
283,5500,14,10,6
283,5501,66,62,49
283,5502,14,10,6
283,5503,14,14,6
283,5504,14,10,6
283,5505,14,10,6
283,4380,53,109,6
283,2713,11,63,19
283,5506,4,19,6
283,5507,39,10,6
283,1904,12,11,13
283,1403,31,79,6
283,1877,3,14,83
283,4589,54,21,3
283,5508,54,18,73
283,2462,11,14,15
283,5509,14,10,6
283,5510,47,21,3
283,5511,12,19,4
283,3280,30,14,37
283,5512,39,55,52
283,1744,39,60,40
283,1671,57,61,52
283,2896,87,19,22
283,5513,3,14,32
283,1020,24,56,16
283,713,7,18,10
283,1463,66,16,6
283,4256,48,34,32
283,4473,11,15,37
283,5514,21,29,32
283,5515,66,62,49
283,826,34,10,6
283,4476,17,71,20
283,5516,54,10,6
283,5517,51,14,39
283,5518,57,10,6
283,5451,57,18,6
283,3287,57,10,47
283,5519,11,25,3
283,2508,4,10,40
283,5520,39,60,91
283,1496,34,55,6
283,3325,14,109,6
283,5521,54,54,6
283,5522,35,25,6
283,2920,15,25,7
283,3288,8,22,18
283,5523,57,50,73
283,5524,14,21,15
283,5525,22,14,6
283,1507,59,61,6
283,5526,14,55,6
283,5527,12,23,22
283,5528,20,10,6
283,2926,87,21,4
283,454,59,55,73
283,4634,59,61,21
283,3294,7,21,37
283,3298,32,40,3
283,4639,54,10,6
283,5529,12,19,4
283,2114,3,14,104
283,5464,39,10,6
283,3001,39,60,95
283,5530,39,10,6
283,1680,59,55,57
283,5531,59,10,6
283,5532,39,10,91
283,4797,54,21,78
283,5533,14,53,69
283,3003,14,60,56
283,5534,74,14,74
283,4806,12,18,34
284,249,12,18,34
284,223,12,18,7
284,1681,54,19,37
284,261,12,18,34
284,668,57,19,40
284,879,15,40,4
284,280,12,18,7
284,154,12,48,34
284,3246,12,40,31
284,1693,12,13,22
284,1248,12,25,22
284,5535,12,18,67
285,224,47,14,50
285,1588,12,40,16
285,1791,67,20,6
285,150,11,14,15
285,292,8,40,18
285,320,7,20,10
285,3090,54,20,1
285,1594,14,19,34
285,1600,58,14,18
285,784,63,49,63
285,2577,63,94,65
285,1777,62,49,63
285,5536,12,22,27
285,5537,44,10,34
285,1237,11,65,51
285,3182,54,14,18
285,388,62,35,20
285,5538,12,23,3
285,1313,11,51,6
285,3383,14,10,6
285,5539,61,72,19
285,4661,12,18,34
285,4550,20,10,3
285,5540,14,10,6
285,4662,12,10,6
285,419,66,16,71
285,5541,20,31,45
285,5542,14,13,19
285,4693,91,21,15
285,5543,14,10,62
285,5544,8,63,50
285,5545,8,14,3
285,5546,61,65,44
285,2992,14,14,50
285,5547,20,31,45
285,4604,54,72,87
285,5548,8,20,45
285,4264,51,63,39
285,5549,54,100,6
285,5550,12,10,6
286,787,11,15,3
286,249,12,18,34
286,223,12,18,7
286,569,74,40,22
286,27,11,14,15
286,1097,8,21,15
286,43,12,22,21
286,254,11,14,15
286,75,20,36,27
286,1920,67,22,19
286,2603,56,22,19
286,114,8,21,39
286,48,20,24,18
286,256,3,14,22
286,2295,8,24,19
286,116,20,24,3
286,1107,54,64,73
286,1681,54,19,37
286,1110,57,10,37
286,260,12,50,16
286,261,12,18,34
286,107,12,40,38
286,666,12,40,16
286,263,12,40,38
286,1574,74,50,34
286,3087,75,19,31
286,570,54,19,6
286,1112,58,14,18
286,270,39,60,57
286,271,12,40,38
286,1113,12,18,34
286,272,53,40,4
286,1585,53,40,6
286,140,8,21,43
286,276,47,63,50
286,219,54,20,22
286,228,12,25,51
286,279,7,19,10
286,628,12,18,34
286,233,7,18,6
286,283,57,55,4
286,293,30,14,34
286,314,12,18,38
286,1122,12,18,34
286,3012,12,40,16
286,1129,70,17,3
286,1795,3,14,32
286,792,39,25,56
286,715,14,89,4
286,1137,12,40,38
286,766,76,20,22
286,3090,54,20,1
286,154,12,48,34
286,1932,21,17,3
286,477,51,51,3
286,595,54,19,28
286,1597,53,40,58
286,5551,8,10,6
286,1160,74,79,34
286,1690,12,50,34
286,1076,3,14,11
286,2359,8,15,37
286,334,20,40,7
286,1600,58,14,18
286,734,4,14,13
286,2775,51,21,39
286,2643,47,37,3
286,2364,67,65,19
286,93,20,13,34
286,1603,53,19,6
286,1195,12,4,6
286,1199,54,19,6
286,2296,74,40,78
286,1807,14,10,6
286,3031,54,72,28
286,5552,66,10,6
286,1973,21,4,34
286,1621,74,40,31
286,2339,57,64,34
286,4917,54,36,19
286,1224,8,101,45
286,3021,12,40,3
286,2240,54,19,71
286,1864,14,62,71
286,1865,20,40,31
286,2380,53,40,6
286,3316,54,97,6
286,1274,8,74,18
286,2015,3,73,22
286,2405,100,40,4
286,2407,11,14,15
286,3111,32,20,34
286,5553,54,38,7
286,1634,8,20,18
286,2413,32,40,29
286,2033,14,14,34
286,1324,11,15,45
286,1327,20,13,18
286,1657,57,25,52
286,419,66,16,71
286,5554,12,10,37
286,423,67,10,22
286,2064,3,73,35
286,5555,14,89,89
286,5067,32,19,19
286,5556,14,10,71
286,2888,12,40,22
286,1429,12,18,66
286,2484,87,50,4
286,5398,74,50,78
286,4962,54,21,15
286,5353,53,25,6
286,5557,12,18,67
286,5558,12,107,19
286,5559,12,22,58
286,4328,7,107,52
286,5560,12,40,6
287,787,11,15,3
287,74,30,14,18
287,1100,42,14,18
287,1101,16,20,22
287,114,8,21,39
287,48,20,24,18
287,83,34,14,7
287,225,14,14,18
287,1111,54,14,18
287,274,8,40,48
287,147,30,14,18
287,287,61,49,59
287,304,8,17,18
287,1129,70,17,3
287,1795,3,14,32
287,1928,39,21,50
287,1141,3,4,3
287,1796,3,14,77
287,90,8,11,32
287,2640,7,56,6
287,5561,63,49,44
287,1175,4,14,74
287,753,37,16,6
287,348,63,49,63
287,2643,47,37,3
287,2645,58,10,38
287,350,63,21,44
287,1182,70,17,4
287,3094,7,18,6
287,1193,3,14,22
287,1857,3,14,31
287,2648,20,31,45
287,2579,63,49,62
287,1990,21,17,3
287,5562,14,10,6
287,2008,3,4,6
287,5257,4,10,3
287,2406,3,4,3
287,1299,21,17,3
287,3437,8,29,6
287,401,8,21,19
287,2039,11,20,3
287,5563,61,20,6
287,411,11,14,44
287,2814,20,31,45
287,1843,66,16,6
287,2596,64,69,6
287,425,61,21,3
287,2713,11,63,19
287,2457,70,10,6
287,428,61,49,6
287,2900,14,73,4
287,5564,58,14,15
287,3498,3,14,104
287,4607,70,64,34
287,3994,14,10,6
288,3084,98,87,34
288,1870,98,14,102
288,4926,35,116,6
288,3125,93,21,109
288,5565,35,77,103
289,786,22,57,3
289,1,1,1,1
289,45,19,10,20
289,118,43,43,20
289,125,8,46,15
289,85,35,21,30
289,152,48,34,18
289,2638,62,99,107
289,643,77,10,6
289,1155,23,34,26
289,1937,23,34,26
289,4071,14,9,62
289,1156,14,14,15
289,677,71,34,6
289,54,23,27,20
289,1075,23,34,26
289,333,22,46,32
289,337,22,46,26
289,2954,7,18,23
289,340,22,32,23
289,343,22,29,6
289,5566,23,34,26
289,352,23,27,20
289,4078,55,27,6
289,4079,23,34,20
289,1964,23,27,20
289,4093,28,41,23
289,1984,11,14,15
289,2662,23,94,26
289,376,21,34,18
289,3368,23,10,62
289,4126,14,94,63
289,4132,23,34,6
289,1310,22,67,6
289,3390,23,10,20
289,5567,105,10,6
289,5568,22,27,6
290,786,22,57,3
290,718,10,70,7
290,17,4,5,4
290,460,12,18,7
290,463,5,11,7
290,1,1,1,1
290,249,12,18,34
290,2347,74,79,34
290,20,7,2,1
290,250,54,19,18
290,21,7,5,11
290,2837,5,13,11
290,877,0,13,1
290,25,9,12,3
290,26,10,13,14
290,27,11,14,15
290,1569,15,48,4
290,74,30,14,18
290,1100,42,14,18
290,225,14,14,18
290,258,0,13,1
290,226,57,19,34
290,262,12,18,30
290,263,12,40,38
290,264,12,40,38
290,270,39,60,57
290,1584,53,22,6
290,274,8,40,48
290,465,4,20,18
290,282,59,55,57
290,1130,3,10,3
290,154,12,48,34
290,322,22,67,26
290,2635,4,14,102
290,881,15,8,7
290,2353,3,14,31
290,1796,3,14,77
290,3302,62,34,114
290,89,36,17,3
290,653,25,13,23
290,694,54,22,18
290,156,8,21,32
290,1166,8,15,18
290,481,29,10,76
290,56,24,13,16
290,2143,4,13,14
290,722,7,90,5
290,1827,7,75,13
290,1952,7,85,60
290,656,42,20,18
290,339,7,21,5
290,2954,7,18,23
290,340,22,32,23
290,1175,4,14,74
290,3455,7,88,10
290,3094,7,18,6
290,1696,52,19,97
290,162,50,19,16
290,1836,34,41,6
290,60,7,21,13
290,363,28,41,23
290,2370,29,40,83
290,3104,1,0,7
290,165,8,19,31
290,5569,2,13,24
290,366,8,15,32
290,1986,5,11,94
290,2215,40,57,9
290,2240,54,19,71
290,2375,37,82,6
290,5570,50,80,113
290,4533,29,10,4
290,2382,50,19,79
290,1809,29,10,76
290,2396,53,11,58
290,2663,8,15,58
290,5571,24,88,6
290,5195,7,88,8
290,4838,31,101,88
290,3516,78,10,55
290,2681,14,19,21
290,397,39,50,56
290,4815,44,10,34
290,710,15,88,10
290,5031,8,11,6
290,70,24,13,1
290,5572,14,19,3
290,3512,2,81,7
290,5573,50,81,6
290,5200,10,5,7
290,849,10,41,54
290,4734,1,16,88
290,4735,108,10,21
290,1733,50,60,52
290,2447,99,19,30
290,3939,4,5,4
290,4201,28,41,23
290,5036,4,106,21
290,5574,14,19,4
290,5575,0,14,18
290,5576,2,2,13
290,5577,22,0,9
290,5578,108,48,1
290,5579,14,0,9
290,5580,22,13,16
290,5581,14,0,9
290,2458,50,10,37
290,1736,99,19,3
290,5582,81,80,88
290,5583,1,13,5
290,5584,1,62,33
290,5585,7,10,6
290,5586,59,48,30
290,5587,7,14,19
290,5588,15,92,71
290,5589,50,80,6
290,5590,15,36,6
290,5591,108,48,79
290,5592,7,18,66
290,3059,12,80,6
290,3816,1,7,6
290,5508,54,18,73
290,5593,50,80,6
290,5594,1,10,36
290,5595,29,92,97
290,4953,38,14,18
290,5596,14,10,6
290,3153,57,64,58
290,5597,99,48,7
290,5598,29,22,31
290,5599,8,10,6
290,1826,29,10,6
290,5600,14,19,6
290,5601,15,10,30
290,5602,7,81,9
290,5603,1,0,33
291,718,10,70,7
291,1097,8,21,15
292,247,7,18,10
292,251,11,13,3
292,27,11,14,15
292,2321,14,10,76
292,2250,1,84,7
292,5604,14,21,31
293,107,12,40,38
293,666,12,40,16
293,263,12,40,38
293,4519,12,40,22
293,272,53,40,4
294,1158,3,14,35
294,2679,22,10,3
295,249,12,18,34
295,223,12,18,7
295,260,12,50,16
295,261,12,18,34
295,263,12,40,38
295,878,15,96,7
295,272,53,40,4
295,879,15,40,4
295,230,57,19,52
295,1588,12,40,16
295,280,12,18,7
295,3089,7,18,10
295,319,59,55,57
295,646,8,17,11
295,2640,7,56,6
295,726,25,30,23
295,2775,51,21,39
295,1187,16,20,18
295,4349,44,10,34
295,3184,12,18,34
295,3761,8,15,6
295,1305,8,21,34
295,4689,12,40,6
295,4558,15,19,7
295,420,60,40,18
295,4987,12,18,47
295,856,25,13,34
295,3813,7,57,6
295,4450,92,85,7
295,3134,10,13,19
295,5605,11,20,27
295,5606,11,10,6
295,5607,7,75,53
295,5608,12,72,28
295,5609,59,61,6
295,433,20,72,31
295,2899,4,14,34
296,224,47,14,50
296,218,20,24,22
297,460,12,18,7
297,249,12,18,34
297,2347,74,79,34
297,1095,54,79,83
297,223,12,18,7
297,1097,8,21,15
297,5610,57,55,34
297,226,57,19,34
297,1108,54,64,73
297,1109,57,55,34
297,2840,12,50,34
297,1110,57,10,37
297,260,12,50,16
297,261,12,18,34
297,666,12,40,16
297,668,57,19,40
297,3241,12,18,73
297,262,12,18,30
297,263,12,40,38
297,265,39,19,56
297,1576,57,19,52
297,1577,12,40,16
297,1687,57,19,34
297,1578,57,19,16
297,1579,57,19,34
297,267,12,50,16
297,1688,57,40,52
297,227,12,40,6
297,669,12,50,16
297,270,39,60,57
297,1113,12,18,34
297,273,12,50,16
297,670,12,40,60
297,280,12,18,7
297,231,57,55,16
297,5611,59,60,56
297,3020,57,55,16
297,1122,12,18,34
297,2952,59,55,57
297,1689,12,50,34
297,1590,39,61,56
297,319,59,55,57
297,4712,15,40,4
297,577,12,18,73
297,580,15,13,66
297,154,12,48,34
297,1596,7,14,4
297,4688,12,50,31
297,1599,39,60,47
297,1169,57,31,34
297,597,7,75,22
297,2338,59,55,57
297,1604,59,18,52
297,5612,12,50,16
297,1700,11,13,19
297,1199,54,19,6
297,5613,12,18,70
297,5614,59,19,73
297,237,12,18,34
297,4408,39,50,47
297,5474,57,40,6
297,359,39,60,57
297,3514,14,13,6
297,1230,7,55,16
297,1710,57,55,34
297,3434,39,60,57
297,1248,12,25,22
297,4423,39,60,57
297,4538,57,55,103
297,1285,12,64,6
297,3556,14,89,16
297,413,12,3,70
297,5615,12,10,47
297,1652,7,8,16
297,3264,57,64,34
297,5616,14,10,47
297,3120,12,40,70
297,5617,39,50,40
297,4558,15,19,7
297,1657,57,25,52
297,5618,15,96,34
297,1661,59,50,52
297,5619,15,40,73
297,4577,59,61,6
297,999,14,40,81
297,1734,39,60,34
297,4450,92,85,7
297,4578,54,60,6
297,5620,14,10,4
297,4579,57,10,40
297,5621,7,18,12
297,5622,39,50,47
297,1388,39,40,56
297,1738,59,55,6
297,5623,59,55,21
297,4581,97,60,21
297,5447,15,40,6
297,5624,39,50,6
297,5625,39,50,6
297,1437,39,60,73
297,3283,39,50,40
297,2919,12,64,34
297,1678,15,50,18
297,454,59,55,73
297,5626,39,50,47
297,4328,7,107,52
297,4507,54,10,6
297,1546,59,55,6
298,2134,4,5,75
298,877,0,13,1
298,1095,54,79,83
298,25,9,12,3
298,27,11,14,15
298,31,9,17,6
298,4711,9,15,18
298,45,19,10,20
298,74,30,14,18
298,79,32,14,18
298,256,3,14,22
298,258,0,13,1
298,118,43,43,20
298,217,1,53,18
298,299,43,43,6
298,2350,9,17,3
298,4355,56,72,31
298,763,29,6,6
298,764,29,10,6
298,1888,3,39,6
298,87,3,14,31
298,693,14,53,6
298,2843,54,19,31
298,677,71,34,6
298,55,19,28,20
298,1945,77,10,6
298,695,9,9,18
298,3472,19,71,106
298,749,8,15,18
298,752,81,28,88
298,158,19,28,18
298,754,81,92,89
298,3473,43,43,5
298,5627,9,16,95
298,5628,14,10,6
298,1855,19,27,32
298,1830,21,17,3
298,1802,3,29,3
298,1192,9,14,11
298,1193,3,14,22
298,5629,9,17,6
298,1194,3,39,3
298,1961,9,17,104
298,1206,3,39,3
298,1972,36,10,31
298,5029,32,73,6
298,3507,19,34,5
298,5630,19,16,100
298,5631,14,79,6
298,5632,19,10,88
298,3195,9,43,3
298,3196,19,118,106
298,5633,9,10,27
298,5634,66,10,7
298,3197,19,10,6
298,5635,29,10,6
298,1995,66,16,71
298,2218,38,39,3
298,807,38,6,18
298,3597,19,94,6
298,708,9,9,3
298,3508,77,10,85
298,5636,19,10,93
298,5382,9,15,18
298,5637,56,73,31
298,2018,9,43,9
298,5638,19,43,25
298,2409,3,73,106
298,2021,9,14,11
298,5639,14,10,6
298,1292,32,28,18
298,3200,9,2,6
298,1295,9,2,7
298,757,9,17,3
298,3599,19,10,6
298,5640,19,10,6
298,3509,14,10,25
298,3212,9,43,100
298,4140,14,115,61
298,758,9,16,90
298,1839,81,62,9
298,5252,29,10,17
298,5641,14,33,25
298,4168,77,10,6
298,5642,9,17,100
298,4686,9,17,6
298,5643,14,33,6
298,5644,9,118,104
298,5645,56,36,28
298,4840,9,14,74
298,4842,9,17,35
298,4843,9,10,74
298,4844,9,17,3
298,3940,9,9,35
298,526,70,17,35
298,5488,66,45,6
298,5646,1,10,6
298,5647,20,2,5
298,5648,66,16,71
298,5582,81,80,88
298,3220,9,15,3
298,5649,9,28,106
298,5650,9,28,106
298,5651,14,10,6
298,5652,14,43,25
298,3221,89,43,6
298,5653,14,28,106
298,5654,14,10,6
298,5655,9,10,95
298,5656,9,9,5
298,5657,9,14,31
298,3398,19,9,5
298,5658,9,10,32
298,4848,9,10,3
298,4850,9,118,6
298,5659,19,45,6
298,2463,3,73,35
298,5660,21,29,32
298,2478,56,40,31
298,5661,9,14,36
298,5662,9,43,100
298,5663,77,10,6
298,5664,29,16,6
298,5665,14,28,6
298,5666,14,27,4
298,5667,1,13,5
298,5668,9,10,35
298,5669,66,28,6
